"","week","group","mouse","weight","sex"
"11551",1,"group 3","129","12.7","female"
"11552",2,"group 3","129","15","female"
"11553",3,"group 3","129","15.2","female"
"11554",4,"group 3","129","16.5","female"
"11555",5,"group 3","129","16.6","female"
"11556",6,"group 3","129","17","female"
"11557",7,"group 3","129","18.2","female"
"11558",8,"group 3","129","19.2","female"
"11559",9,"group 3","129","17.9","female"
"11560",10,"group 3","129","18.7","female"
"11561",11,"group 3","129","20","female"
"11562",12,"group 3","129","18.9","female"
"11563",13,"group 3","129","18.6","female"
"11564",14,"group 3","129","19.3","female"
"11565",15,"group 3","129","19.3","female"
"11566",16,"group 3","129","19.7","female"
"11567",17,"group 3","129","20.6","female"
"11568",18,"group 3","129","19.8","female"
"11569",19,"group 3","129","20.1","female"
"11570",20,"group 3","129","21.9","female"
"11571",21,"group 3","129","20.6","female"
"11572",22,"group 3","129","21.1","female"
"11573",23,"group 3","129","20.2","female"
"11574",24,"group 3","129","19.7","female"
"11575",25,"group 3","129","22.1","female"
"11576",26,"group 3","129","21.7","female"
"11577",27,"group 3","129","20.4","female"
"11578",28,"group 3","129","20.5","female"
"11579",29,"group 3","129","21.6","female"
"11580",30,"group 3","129","20.8","female"
"11581",31,"group 3","129","22.4","female"
"11582",32,"group 3","129","22.8","female"
"11583",33,"group 3","129","21.4","female"
"11584",34,"group 3","129","21.7","female"
"11585",35,"group 3","129","21.2","female"
"11586",36,"group 3","129","21.5","female"
"11587",37,"group 3","129","21.8","female"
"11588",38,"group 3","129","21.2","female"
"11589",39,"group 3","129","21","female"
"11590",40,"group 3","129","20.8","female"
"11591",41,"group 3","129","20.9","female"
"11592",42,"group 3","129","21.9","female"
"11593",43,"group 3","129","21.3","female"
"11594",44,"group 3","129","22.2","female"
"11595",45,"group 3","129","22.2","female"
"11596",46,"group 3","129","23.1","female"
"11597",47,"group 3","129","21.9","female"
"11598",48,"group 3","129","21.8","female"
"11599",49,"group 3","129","22.2","female"
"11600",50,"group 3","129","22.7","female"
"11601",51,"group 3","129","21","female"
"11602",52,"group 3","129","22","female"
"11603",53,"group 3","129","23.1","female"
"11604",54,"group 3","129","21.8","female"
"11605",55,"group 3","129","23.1","female"
"11606",56,"group 3","129","19.9","female"
"11607",57,"group 3","129","22.7","female"
"11608",58,"group 3","129","22.8","female"
"11609",59,"group 3","129","22.1","female"
"11610",60,"group 3","129","22.3","female"
"11611",61,"group 3","129","22.8","female"
"11612",62,"group 3","129","22.5","female"
"11613",63,"group 3","129","21.7","female"
"11614",64,"group 3","129","21.9","female"
"11615",65,"group 3","129","21.9","female"
"11616",66,"group 3","129","21.8","female"
"11617",67,"group 3","129","22.1","female"
"11618",68,"group 3","129","22.3","female"
"11619",69,"group 3","129","22","female"
"11620",70,"group 3","129","21.8","female"
"11621",71,"group 3","129","23.7","female"
"11622",72,"group 3","129","22.8","female"
"11623",73,"group 3","129","21.3","female"
"11643",1,"group 3","130","15.7","female"
"11644",2,"group 3","130","18","female"
"11645",3,"group 3","130","18.9","female"
"11646",4,"group 3","130","19.5","female"
"11647",5,"group 3","130","21","female"
"11648",6,"group 3","130","21.8","female"
"11649",7,"group 3","130","22.4","female"
"11650",8,"group 3","130","25","female"
"11651",9,"group 3","130","22.8","female"
"11652",10,"group 3","130","24.5","female"
"11653",11,"group 3","130","25.8","female"
"11654",12,"group 3","130","24.5","female"
"11655",13,"group 3","130","25.8","female"
"11656",14,"group 3","130","27.1","female"
"11657",15,"group 3","130","26.4","female"
"11658",16,"group 3","130","27.7","female"
"11659",17,"group 3","130","27","female"
"11660",18,"group 3","130","29.3","female"
"11661",19,"group 3","130","31.2","female"
"11662",20,"group 3","130","31.4","female"
"11663",21,"group 3","130","30.6","female"
"11664",22,"group 3","130","32.4","female"
"11665",23,"group 3","130","33.3","female"
"11666",24,"group 3","130","30.3","female"
"11667",25,"group 3","130","32.1","female"
"11668",26,"group 3","130","33.2","female"
"11669",27,"group 3","130","31.7","female"
"11670",28,"group 3","130","32.2","female"
"11671",29,"group 3","130","32.9","female"
"11672",30,"group 3","130","29.7","female"
"11673",31,"group 3","130","31.4","female"
"11674",32,"group 3","130","32.6","female"
"11675",33,"group 3","130","32.7","female"
"11676",34,"group 3","130","30.8","female"
"11677",35,"group 3","130","31.9","female"
"11678",36,"group 3","130","32.4","female"
"11679",37,"group 3","130","30.7","female"
"11680",38,"group 3","130","32.1","female"
"11681",39,"group 3","130","32.4","female"
"11682",40,"group 3","130","31.2","female"
"11683",41,"group 3","130","32.2","female"
"11684",42,"group 3","130","34.9","female"
"11685",43,"group 3","130","33.3","female"
"11686",44,"group 3","130","34.2","female"
"11687",45,"group 3","130","35.6","female"
"11688",46,"group 3","130","36.8","female"
"11689",47,"group 3","130","35.4","female"
"11690",48,"group 3","130","36.3","female"
"11691",49,"group 3","130","37","female"
"11692",50,"group 3","130","36.7","female"
"11693",51,"group 3","130","36.8","female"
"11694",52,"group 3","130","39","female"
"11695",53,"group 3","130","40","female"
"11696",54,"group 3","130","37.4","female"
"11697",55,"group 3","130","38.2","female"
"11698",56,"group 3","130","35.7","female"
"11699",57,"group 3","130","37.5","female"
"11700",58,"group 3","130","28.8","female"
"11701",59,"group 3","130","37.3","female"
"11702",60,"group 3","130","37.3","female"
"11703",61,"group 3","130","37.7","female"
"11704",62,"group 3","130","37.5","female"
"11705",63,"group 3","130","37.7","female"
"11706",64,"group 3","130","38.8","female"
"11707",65,"group 3","130","38","female"
"11708",66,"group 3","130","38","female"
"11709",67,"group 3","130","36.4","female"
"11710",68,"group 3","130","37.2","female"
"11711",69,"group 3","130","37.5","female"
"11712",70,"group 3","130","36.4","female"
"11713",71,"group 3","130","36.6","female"
"11714",72,"group 3","130","38.8","female"
"11715",73,"group 3","130","34","female"
"11735",1,"group 3","131","15.8","female"
"11736",2,"group 3","131","18.9","female"
"11737",3,"group 3","131","19.3","female"
"11738",4,"group 3","131","20.6","female"
"11739",5,"group 3","131","20.3","female"
"11740",6,"group 3","131","22","female"
"11741",7,"group 3","131","24","female"
"11742",8,"group 3","131","23.3","female"
"11743",9,"group 3","131","25","female"
"11744",10,"group 3","131","25.3","female"
"11745",11,"group 3","131","24.1","female"
"11746",12,"group 3","131","27.2","female"
"11747",13,"group 3","131","24.9","female"
"11748",14,"group 3","131","26","female"
"11749",15,"group 3","131","23.7","female"
"11750",16,"group 3","131","24.5","female"
"11751",17,"group 3","131","25.3","female"
"11752",18,"group 3","131","27.6","female"
"11753",19,"group 3","131","27","female"
"11754",20,"group 3","131","28.6","female"
"11755",21,"group 3","131","28.4","female"
"11756",22,"group 3","131","31.1","female"
"11757",23,"group 3","131","30.5","female"
"11758",24,"group 3","131","30.4","female"
"11759",25,"group 3","131","29.9","female"
"11760",26,"group 3","131","32.9","female"
"11761",27,"group 3","131","33.9","female"
"11762",28,"group 3","131","32.8","female"
"11763",29,"group 3","131","33.9","female"
"11764",30,"group 3","131","32","female"
"11765",31,"group 3","131","33.2","female"
"11766",32,"group 3","131","34.4","female"
"11767",33,"group 3","131","34","female"
"11768",34,"group 3","131","33.3","female"
"11769",35,"group 3","131","33.5","female"
"11770",36,"group 3","131","33.3","female"
"11771",37,"group 3","131","34.2","female"
"11772",38,"group 3","131","35.2","female"
"11773",39,"group 3","131","32.7","female"
"11774",40,"group 3","131","33.6","female"
"11775",41,"group 3","131","36","female"
"11776",42,"group 3","131","34.8","female"
"11777",43,"group 3","131","35.4","female"
"11778",44,"group 3","131","38","female"
"11779",45,"group 3","131","38.2","female"
"11780",46,"group 3","131","38.6","female"
"11781",47,"group 3","131","38.6","female"
"11782",48,"group 3","131","40.5","female"
"11783",49,"group 3","131","39.5","female"
"11784",50,"group 3","131","40","female"
"11785",51,"group 3","131","41","female"
"11786",52,"group 3","131","41","female"
"11787",53,"group 3","131","40","female"
"11788",54,"group 3","131","41","female"
"11789",55,"group 3","131","40.6","female"
"11790",56,"group 3","131","35.4","female"
"11791",57,"group 3","131","39","female"
"11792",58,"group 3","131","39.5","female"
"11793",59,"group 3","131","37.5","female"
"11794",60,"group 3","131","38","female"
"11795",61,"group 3","131","37","female"
"11796",62,"group 3","131","37.4","female"
"11797",63,"group 3","131","38.2","female"
"11798",64,"group 3","131","39","female"
"11799",65,"group 3","131","36.3","female"
"11800",66,"group 3","131","36.9","female"
"11801",67,"group 3","131","37.2","female"
"11802",68,"group 3","131","38.8","female"
"11803",69,"group 3","131","36.6","female"
"11804",70,"group 3","131","37.9","female"
"11805",71,"group 3","131","38.7","female"
"11806",72,"group 3","131","37.5","female"
"11807",73,"group 3","131","34.2","female"
"11827",1,"group 3","132","15.6","female"
"11828",2,"group 3","132","17.9","female"
"11829",3,"group 3","132","19.1","female"
"11830",4,"group 3","132","18.7","female"
"11831",5,"group 3","132","19.9","female"
"11832",6,"group 3","132","20.4","female"
"11833",7,"group 3","132","21.4","female"
"11834",8,"group 3","132","22.6","female"
"11835",9,"group 3","132","21.3","female"
"11836",10,"group 3","132","22.3","female"
"11837",11,"group 3","132","23.2","female"
"11838",12,"group 3","132","24.2","female"
"11839",13,"group 3","132","23.9","female"
"11840",14,"group 3","132","22.7","female"
"11841",15,"group 3","132","24.8","female"
"11842",16,"group 3","132","23.3","female"
"11843",17,"group 3","132","24.9","female"
"11844",18,"group 3","132","25.7","female"
"11845",19,"group 3","132","24.6","female"
"11846",20,"group 3","132","26.3","female"
"11847",21,"group 3","132","28.3","female"
"11848",22,"group 3","132","27.5","female"
"11849",23,"group 3","132","26.9","female"
"11850",24,"group 3","132","27","female"
"11851",25,"group 3","132","26.1","female"
"11852",26,"group 3","132","26.9","female"
"11853",27,"group 3","132","28","female"
"11854",28,"group 3","132","26.8","female"
"11855",29,"group 3","132","27.3","female"
"11856",30,"group 3","132","26.5","female"
"11857",31,"group 3","132","27.5","female"
"11858",32,"group 3","132","28","female"
"11859",33,"group 3","132","26.9","female"
"11860",34,"group 3","132","28.1","female"
"11861",35,"group 3","132","27.9","female"
"11862",36,"group 3","132","27.3","female"
"11863",37,"group 3","132","27.8","female"
"11864",38,"group 3","132","29","female"
"11865",39,"group 3","132","27.6","female"
"11866",40,"group 3","132","28.2","female"
"11867",41,"group 3","132","29.3","female"
"11868",42,"group 3","132","28.3","female"
"11869",43,"group 3","132","30.6","female"
"11870",44,"group 3","132","31.8","female"
"11871",45,"group 3","132","32.4","female"
"11872",46,"group 3","132","31.5","female"
"11873",47,"group 3","132","33.4","female"
"11874",48,"group 3","132","34.7","female"
"11875",49,"group 3","132","32.2","female"
"11876",50,"group 3","132","33.9","female"
"11877",51,"group 3","132","35.3","female"
"11878",52,"group 3","132","35","female"
"11879",53,"group 3","132","35.5","female"
"11880",54,"group 3","132","33.6","female"
"11881",55,"group 3","132","35.2","female"
"11882",56,"group 3","132","32.6","female"
"11883",57,"group 3","132","34.8","female"
"11884",58,"group 3","132","32.8","female"
"11885",59,"group 3","132","33.7","female"
"11886",60,"group 3","132","35.6","female"
"11887",61,"group 3","132","32.9","female"
"11888",62,"group 3","132","32.8","female"
"11889",63,"group 3","132","34.3","female"
"11890",64,"group 3","132","34.2","female"
"11891",65,"group 3","132","32.7","female"
"11892",66,"group 3","132","32.5","female"
"11893",67,"group 3","132","33.5","female"
"11894",68,"group 3","132","33.6","female"
"11895",69,"group 3","132","32.3","female"
"11896",70,"group 3","132","34.9","female"
"11897",71,"group 3","132","34","female"
"11898",72,"group 3","132","32.7","female"
"11899",73,"group 3","132","30.5","female"
"11919",1,"group 3","133","14.1","female"
"11920",2,"group 3","133","16.3","female"
"11921",3,"group 3","133","17.100000000000001","female"
"11922",4,"group 3","133","18","female"
"11923",5,"group 3","133","19.3","female"
"11924",6,"group 3","133","18.899999999999999","female"
"11925",7,"group 3","133","20.6","female"
"11926",8,"group 3","133","22.1","female"
"11927",9,"group 3","133","21.6","female"
"11928",10,"group 3","133","23.4","female"
"11929",11,"group 3","133","22.9","female"
"11930",12,"group 3","133","23.8","female"
"11931",13,"group 3","133","24.5","female"
"11932",14,"group 3","133","26.1","female"
"11933",15,"group 3","133","23.3","female"
"11934",16,"group 3","133","25.4","female"
"11935",17,"group 3","133","26.7","female"
"11936",18,"group 3","133","24.8","female"
"11937",19,"group 3","133","22.9","female"
"12011",1,"group 3","134","12.9","female"
"12012",2,"group 3","134","16.4","female"
"12013",3,"group 3","134","18.2","female"
"12014",4,"group 3","134","18.8","female"
"12015",5,"group 3","134","20.4","female"
"12016",6,"group 3","134","19.2","female"
"12017",7,"group 3","134","21.6","female"
"12018",8,"group 3","134","21.6","female"
"12019",9,"group 3","134","24.3","female"
"12020",10,"group 3","134","23.5","female"
"12021",11,"group 3","134","23.9","female"
"12022",12,"group 3","134","25.8","female"
"12023",13,"group 3","134","26.8","female"
"12024",14,"group 3","134","25","female"
"12025",15,"group 3","134","24.6","female"
"12026",16,"group 3","134","24.5","female"
"12027",17,"group 3","134","25.8","female"
"12028",18,"group 3","134","24.6","female"
"12029",19,"group 3","134","27.5","female"
"12030",20,"group 3","134","28.4","female"
"12031",21,"group 3","134","30.1","female"
"12032",22,"group 3","134","30.5","female"
"12033",23,"group 3","134","28.7","female"
"12034",24,"group 3","134","28.1","female"
"12035",25,"group 3","134","29.9","female"
"12036",26,"group 3","134","29.7","female"
"12037",27,"group 3","134","28.1","female"
"12038",28,"group 3","134","29.1","female"
"12039",29,"group 3","134","28.4","female"
"12040",30,"group 3","134","27","female"
"12041",31,"group 3","134","28.6","female"
"12042",32,"group 3","134","28.7","female"
"12043",33,"group 3","134","28.8","female"
"12044",34,"group 3","134","27.5","female"
"12045",35,"group 3","134","28.8","female"
"12046",36,"group 3","134","29.9","female"
"12047",37,"group 3","134","28.4","female"
"12048",38,"group 3","134","28.6","female"
"12049",39,"group 3","134","29.1","female"
"12050",40,"group 3","134","30","female"
"12051",41,"group 3","134","29.5","female"
"12052",42,"group 3","134","30.1","female"
"12053",43,"group 3","134","33","female"
"12054",44,"group 3","134","34.7","female"
"12055",45,"group 3","134","34","female"
"12056",46,"group 3","134","35.8","female"
"12057",47,"group 3","134","37.6","female"
"12058",48,"group 3","134","35.2","female"
"12059",49,"group 3","134","35.1","female"
"12060",50,"group 3","134","37.4","female"
"12061",51,"group 3","134","36","female"
"12062",52,"group 3","134","34","female"
"12063",53,"group 3","134","34.9","female"
"12064",54,"group 3","134","34.4","female"
"12065",55,"group 3","134","34.6","female"
"12066",56,"group 3","134","24.4","female"
"12067",57,"group 3","134","34.5","female"
"12068",58,"group 3","134","32.8","female"
"12069",59,"group 3","134","33.4","female"
"12070",60,"group 3","134","33.8","female"
"12071",61,"group 3","134","32.2","female"
"12072",62,"group 3","134","30.3","female"
"12073",63,"group 3","134","32","female"
"12074",64,"group 3","134","31.8","female"
"12075",65,"group 3","134","29.7","female"
"12076",66,"group 3","134","27.4","female"
"12077",67,"group 3","134","27.8","female"
"12078",68,"group 3","134","27.5","female"
"12079",69,"group 3","134","32.3","female"
"12080",70,"group 3","134","26.8","female"
"12081",71,"group 3","134","27.6","female"
"12082",72,"group 3","134","28.9","female"
"12083",73,"group 3","134","26.6","female"
"12103",1,"group 3","135","15.8","female"
"12104",2,"group 3","135","17.7","female"
"12105",3,"group 3","135","18.600000000000001","female"
"12106",4,"group 3","135","20.399999999999999","female"
"12107",5,"group 3","135","20.2","female"
"12108",6,"group 3","135","21.6","female"
"12109",7,"group 3","135","23.1","female"
"12110",8,"group 3","135","24.7","female"
"12111",9,"group 3","135","24.3","female"
"12112",10,"group 3","135","26.5","female"
"12113",11,"group 3","135","26.6","female"
"12114",12,"group 3","135","27.9","female"
"12115",13,"group 3","135","26.1","female"
"12116",14,"group 3","135","28.8","female"
"12117",15,"group 3","135","26.2","female"
"12118",16,"group 3","135","27.3","female"
"12119",17,"group 3","135","27.2","female"
"12120",18,"group 3","135","29.1","female"
"12121",19,"group 3","135","31.2","female"
"12122",20,"group 3","135","28.1","female"
"12123",21,"group 3","135","30.8","female"
"12124",22,"group 3","135","30.1","female"
"12125",23,"group 3","135","28.6","female"
"12126",24,"group 3","135","30.6","female"
"12127",25,"group 3","135","29.7","female"
"12128",26,"group 3","135","28.7","female"
"12129",27,"group 3","135","31.6","female"
"12130",28,"group 3","135","31.4","female"
"12131",29,"group 3","135","30.9","female"
"12132",30,"group 3","135","29.6","female"
"12133",31,"group 3","135","31.7","female"
"12134",32,"group 3","135","30.4","female"
"12135",33,"group 3","135","32.1","female"
"12136",34,"group 3","135","32.799999999999997","female"
"12137",35,"group 3","135","31.2","female"
"12138",36,"group 3","135","33.6","female"
"12139",37,"group 3","135","34.799999999999997","female"
"12140",38,"group 3","135","33.6","female"
"12141",39,"group 3","135","33.4","female"
"12142",40,"group 3","135","36.299999999999997","female"
"12143",41,"group 3","135","35.700000000000003","female"
"12144",42,"group 3","135","37.4","female"
"12145",43,"group 3","135","39.4","female"
"12146",44,"group 3","135","40.5","female"
"12147",45,"group 3","135","39.299999999999997","female"
"12148",46,"group 3","135","40","female"
"12149",47,"group 3","135","42.8","female"
"12150",48,"group 3","135","40.6","female"
"12151",49,"group 3","135","40.200000000000003","female"
"12152",50,"group 3","135","41.1","female"
"12153",51,"group 3","135","40.299999999999997","female"
"12154",52,"group 3","135","40","female"
"12155",53,"group 3","135","38.5","female"
"12156",54,"group 3","135","40.1","female"
"12157",55,"group 3","135","38.6","female"
"12158",56,"group 3","135","33.700000000000003","female"
"12159",57,"group 3","135","38.4","female"
"12160",58,"group 3","135","36.6","female"
"12161",59,"group 3","135","36.4","female"
"12162",60,"group 3","135","35","female"
"12163",61,"group 3","135","31.3","female"
"12164",62,"group 3","135","30.3","female"
"12165",63,"group 3","135","27.1","female"
"12166",64,"group 3","135","22.5","female"
"12195",1,"group 3","136","14.6","female"
"12196",2,"group 3","136","17.1","female"
"12197",3,"group 3","136","17.9","female"
"12198",4,"group 3","136","18.6","female"
"12199",5,"group 3","136","19.5","female"
"12200",6,"group 3","136","20.4","female"
"12201",7,"group 3","136","20.3","female"
"12202",8,"group 3","136","21.3","female"
"12203",9,"group 3","136","22.6","female"
"12204",10,"group 3","136","23.2","female"
"12205",11,"group 3","136","22.1","female"
"12206",12,"group 3","136","23.3","female"
"12207",13,"group 3","136","23.3","female"
"12208",14,"group 3","136","25","female"
"12209",15,"group 3","136","23.4","female"
"12210",16,"group 3","136","24.4","female"
"12211",17,"group 3","136","25.7","female"
"12212",18,"group 3","136","24.6","female"
"12213",19,"group 3","136","25.7","female"
"12214",20,"group 3","136","25.7","female"
"12215",21,"group 3","136","25.3","female"
"12216",22,"group 3","136","27.4","female"
"12217",23,"group 3","136","25.2","female"
"12218",24,"group 3","136","25.5","female"
"12219",25,"group 3","136","27.3","female"
"12220",26,"group 3","136","27.2","female"
"12221",27,"group 3","136","26.5","female"
"12222",28,"group 3","136","27.5","female"
"12223",29,"group 3","136","27.3","female"
"12224",30,"group 3","136","25.7","female"
"12225",31,"group 3","136","26.9","female"
"12226",32,"group 3","136","25.8","female"
"12227",33,"group 3","136","26.5","female"
"12228",34,"group 3","136","27.6","female"
"12229",35,"group 3","136","26.4","female"
"12230",36,"group 3","136","26.9","female"
"12231",37,"group 3","136","27.9","female"
"12232",38,"group 3","136","28.1","female"
"12233",39,"group 3","136","28.4","female"
"12234",40,"group 3","136","29.4","female"
"12235",41,"group 3","136","28.9","female"
"12236",42,"group 3","136","28.6","female"
"12237",43,"group 3","136","30.9","female"
"12238",44,"group 3","136","32.3","female"
"12239",45,"group 3","136","31.7","female"
"12240",46,"group 3","136","32.6","female"
"12241",47,"group 3","136","34.3","female"
"12242",48,"group 3","136","34.5","female"
"12243",49,"group 3","136","33.3","female"
"12244",50,"group 3","136","34.7","female"
"12245",51,"group 3","136","35.9","female"
"12246",52,"group 3","136","35","female"
"12247",53,"group 3","136","35","female"
"12248",54,"group 3","136","35.1","female"
"12249",55,"group 3","136","32.4","female"
"12250",56,"group 3","136","27.6","female"
"12251",57,"group 3","136","31.1","female"
"12252",58,"group 3","136","30.2","female"
"12253",59,"group 3","136","29.9","female"
"12254",60,"group 3","136","30.5","female"
"12255",61,"group 3","136","30.5","female"
"12256",62,"group 3","136","29.9","female"
"12257",63,"group 3","136","28.6","female"
"12258",64,"group 3","136","29.3","female"
"12259",65,"group 3","136","28.2","female"
"12260",66,"group 3","136","26.3","female"
"12261",67,"group 3","136","29.5","female"
"12262",68,"group 3","136","29.1","female"
"12263",69,"group 3","136","30.8","female"
"12264",70,"group 3","136","26.4","female"
"12265",71,"group 3","136","27.9","female"
"12266",72,"group 3","136","27.7","female"
"12267",73,"group 3","136","25.8","female"
"12287",1,"group 3","137","17.9","female"
"12288",2,"group 3","137","20","female"
"12289",3,"group 3","137","20.6","female"
"12290",4,"group 3","137","22.9","female"
"12291",5,"group 3","137","22.5","female"
"12292",6,"group 3","137","23.5","female"
"12293",7,"group 3","137","25.5","female"
"12294",8,"group 3","137","26.7","female"
"12295",9,"group 3","137","26.8","female"
"12296",10,"group 3","137","27.7","female"
"12297",11,"group 3","137","25.7","female"
"12298",12,"group 3","137","29.8","female"
"12299",13,"group 3","137","29.6","female"
"12300",14,"group 3","137","29.6","female"
"12301",15,"group 3","137","28.6","female"
"12302",16,"group 3","137","31.7","female"
"12303",17,"group 3","137","30.4","female"
"12304",18,"group 3","137","29.2","female"
"12305",19,"group 3","137","33.4","female"
"12306",20,"group 3","137","32.8","female"
"12307",21,"group 3","137","31.8","female"
"12308",22,"group 3","137","31.8","female"
"12309",23,"group 3","137","32.2","female"
"12310",24,"group 3","137","31.5","female"
"12311",25,"group 3","137","32.9","female"
"12312",26,"group 3","137","33.7","female"
"12313",27,"group 3","137","32.8","female"
"12314",28,"group 3","137","33.3","female"
"12315",29,"group 3","137","32.9","female"
"12316",30,"group 3","137","33.5","female"
"12317",31,"group 3","137","35.2","female"
"12318",32,"group 3","137","33.8","female"
"12319",33,"group 3","137","34.4","female"
"12320",34,"group 3","137","36","female"
"12321",35,"group 3","137","36.2","female"
"12322",36,"group 3","137","34.5","female"
"12323",37,"group 3","137","35.8","female"
"12324",38,"group 3","137","37.3","female"
"12325",39,"group 3","137","36.9","female"
"12326",40,"group 3","137","35.4","female"
"12327",41,"group 3","137","36.7","female"
"12328",42,"group 3","137","39","female"
"12329",43,"group 3","137","39.5","female"
"12330",44,"group 3","137","38.8","female"
"12331",45,"group 3","137","40.6","female"
"12332",46,"group 3","137","41.6","female"
"12333",47,"group 3","137","43.1","female"
"12334",48,"group 3","137","41.2","female"
"12335",49,"group 3","137","41.9","female"
"12336",50,"group 3","137","42.7","female"
"12337",51,"group 3","137","42.3","female"
"12338",52,"group 3","137","43","female"
"12339",53,"group 3","137","43.6","female"
"12340",54,"group 3","137","42.4","female"
"12341",55,"group 3","137","42.7","female"
"12342",56,"group 3","137","38.8","female"
"12343",57,"group 3","137","41.5","female"
"12344",58,"group 3","137","42.4","female"
"12345",59,"group 3","137","42.8","female"
"12346",60,"group 3","137","42.1","female"
"12347",61,"group 3","137","37.5","female"
"12348",62,"group 3","137","40.5","female"
"12349",63,"group 3","137","39.9","female"
"12350",64,"group 3","137","39.9","female"
"12351",65,"group 3","137","38.9","female"
"12352",66,"group 3","137","38","female"
"12353",67,"group 3","137","38.3","female"
"12354",68,"group 3","137","30.1","female"
"12355",69,"group 3","137","48.2","female"
"12356",70,"group 3","137","38.3","female"
"12357",71,"group 3","137","36.6","female"
"12358",72,"group 3","137","38.2","female"
"12359",73,"group 3","137","35.2","female"
"12379",1,"group 3","138","17.8","female"
"12380",2,"group 3","138","20.3","female"
"12381",3,"group 3","138","21.4","female"
"12382",4,"group 3","138","23.6","female"
"12383",5,"group 3","138","22.8","female"
"12384",6,"group 3","138","23.9","female"
"12385",7,"group 3","138","26","female"
"12386",8,"group 3","138","28.4","female"
"12387",9,"group 3","138","26.8","female"
"12388",10,"group 3","138","28.9","female"
"12389",11,"group 3","138","28","female"
"12390",12,"group 3","138","28.3","female"
"12391",13,"group 3","138","26.1","female"
"12392",14,"group 3","138","28.6","female"
"12393",15,"group 3","138","27.9","female"
"12394",16,"group 3","138","28","female"
"12395",17,"group 3","138","29.8","female"
"12396",18,"group 3","138","30.3","female"
"12397",19,"group 3","138","30.4","female"
"12398",20,"group 3","138","31.2","female"
"12399",21,"group 3","138","32.5","female"
"12400",22,"group 3","138","33.700000000000003","female"
"12401",23,"group 3","138","32","female"
"12402",24,"group 3","138","30.1","female"
"12403",25,"group 3","138","32.799999999999997","female"
"12404",26,"group 3","138","33.799999999999997","female"
"12405",27,"group 3","138","32.1","female"
"12406",28,"group 3","138","33","female"
"12407",29,"group 3","138","32.1","female"
"12408",30,"group 3","138","31.6","female"
"12409",31,"group 3","138","34.4","female"
"12410",32,"group 3","138","34.1","female"
"12411",33,"group 3","138","32.5","female"
"12412",34,"group 3","138","36.200000000000003","female"
"12413",35,"group 3","138","37.1","female"
"12414",36,"group 3","138","37.1","female"
"12415",37,"group 3","138","39.299999999999997","female"
"12416",38,"group 3","138","39.5","female"
"12417",39,"group 3","138","38.200000000000003","female"
"12418",40,"group 3","138","40.700000000000003","female"
"12419",41,"group 3","138","41.7","female"
"12420",42,"group 3","138","41.2","female"
"12421",43,"group 3","138","43.3","female"
"12422",44,"group 3","138","45.1","female"
"12423",45,"group 3","138","47","female"
"12424",46,"group 3","138","47.2","female"
"12425",47,"group 3","138","48.2","female"
"12426",48,"group 3","138","49.4","female"
"12427",49,"group 3","138","47.1","female"
"12428",50,"group 3","138","46.1","female"
"12429",51,"group 3","138","49.2","female"
"12430",52,"group 3","138","49","female"
"12431",53,"group 3","138","52.9","female"
"12432",54,"group 3","138","50","female"
"12433",55,"group 3","138","49.2","female"
"12434",56,"group 3","138","45.6","female"
"12435",57,"group 3","138","49.2","female"
"12436",58,"group 3","138","48.9","female"
"12437",59,"group 3","138","49.2","female"
"12438",60,"group 3","138","50.8","female"
"12439",61,"group 3","138","42","female"
"12471",1,"group 3","139","15.6","female"
"12472",2,"group 3","139","18.2","female"
"12473",3,"group 3","139","18.4","female"
"12474",4,"group 3","139","19.8","female"
"12475",5,"group 3","139","21.6","female"
"12476",6,"group 3","139","21.8","female"
"12477",7,"group 3","139","21.1","female"
"12478",8,"group 3","139","24.1","female"
"12479",9,"group 3","139","26.1","female"
"12480",10,"group 3","139","24.6","female"
"12481",11,"group 3","139","23.6","female"
"12482",12,"group 3","139","28.2","female"
"12483",13,"group 3","139","26.2","female"
"12484",14,"group 3","139","27.5","female"
"12485",15,"group 3","139","28","female"
"12486",16,"group 3","139","26.4","female"
"12487",17,"group 3","139","27.6","female"
"12488",18,"group 3","139","27.9","female"
"12489",19,"group 3","139","27","female"
"12490",20,"group 3","139","27.8","female"
"12491",21,"group 3","139","28","female"
"12492",22,"group 3","139","26.7","female"
"12493",23,"group 3","139","27.5","female"
"12494",24,"group 3","139","28.6","female"
"12495",25,"group 3","139","27.2","female"
"12496",26,"group 3","139","29.8","female"
"12497",27,"group 3","139","28.5","female"
"12498",28,"group 3","139","30.9","female"
"12499",29,"group 3","139","29.5","female"
"12500",30,"group 3","139","29.8","female"
"12501",31,"group 3","139","29.5","female"
"12502",32,"group 3","139","30.8","female"
"12503",33,"group 3","139","31.6","female"
"12504",34,"group 3","139","30.6","female"
"12505",35,"group 3","139","31.7","female"
"12506",36,"group 3","139","32.1","female"
"12507",37,"group 3","139","29.7","female"
"12508",38,"group 3","139","32.1","female"
"12509",39,"group 3","139","30.5","female"
"12510",40,"group 3","139","31.5","female"
"12511",41,"group 3","139","30.9","female"
"12512",42,"group 3","139","32.5","female"
"12513",43,"group 3","139","34.7","female"
"12514",44,"group 3","139","33.9","female"
"12515",45,"group 3","139","37","female"
"12516",46,"group 3","139","38.1","female"
"12517",47,"group 3","139","36.1","female"
