"","week","group","mouse","weight","sex"
"30238",4,"group 6","345","23.81","female"
"30239",5,"group 6","345","25.35","female"
"30240",6,"group 6","345","25.61","female"
"30241",7,"group 6","345","27.59","female"
"30242",8,"group 6","345","25.9","female"
"30243",9,"group 6","345","28.31","female"
"30244",10,"group 6","345","29.9","female"
"30245",11,"group 6","345","30.37","female"
"30246",12,"group 6","345","26.6","female"
"30247",13,"group 6","345","29.29","female"
"30248",14,"group 6","345","32.54","female"
"30249",15,"group 6","345","33.020000000000003","female"
"30250",16,"group 6","345","32.08","female"
"30251",17,"group 6","345","30.8","female"
"30252",18,"group 6","345","32.4","female"
"30253",19,"group 6","345","34.799999999999997","female"
"30254",20,"group 6","345","32.200000000000003","female"
"30255",21,"group 6","345","31.7","female"
"30337",1,"group 6","346","17.9","female"
"30338",2,"group 6","346","20.5","female"
"30339",3,"group 6","346","21.54","female"
"30340",4,"group 6","346","22.82","female"
"30341",5,"group 6","346","24.47","female"
"30342",6,"group 6","346","24.22","female"
"30343",7,"group 6","346","23.96","female"
"30344",8,"group 6","346","26.6","female"
"30345",9,"group 6","346","27.33","female"
"30346",10,"group 6","346","24.93","female"
"30347",11,"group 6","346","27.1","female"
"30348",12,"group 6","346","29.26","female"
"30349",13,"group 6","346","29.44","female"
"30350",14,"group 6","346","26.6","female"
"30351",15,"group 6","346","29.002","female"
"30352",16,"group 6","346","30.75","female"
"30353",17,"group 6","346","29.4","female"
"30354",18,"group 6","346","37.5","female"
"30355",19,"group 6","346","30.1","female"
"30356",20,"group 6","346","30.6","female"
"30357",21,"group 6","346","30","female"
"30359",23,"group 6","346","27.5","female"
"30360",24,"group 6","346","26.8","female"
"30361",25,"group 6","346","28.3","female"
"30362",26,"group 6","346","30.3","female"
"30363",27,"group 6","346","31.5","female"
"30439",1,"group 6","347","16.6","female"
"30440",2,"group 6","347","19.3","female"
"30441",3,"group 6","347","20.72","female"
"30442",4,"group 6","347","20.96","female"
"30443",5,"group 6","347","21.25","female"
"30444",6,"group 6","347","21.98","female"
"30445",7,"group 6","347","23.89","female"
"30446",8,"group 6","347","25.2","female"
"30447",9,"group 6","347","27.83","female"
"30448",10,"group 6","347","24.88","female"
"30449",11,"group 6","347","25.88","female"
"30450",12,"group 6","347","27.8","female"
"30451",13,"group 6","347","25.35","female"
"30452",14,"group 6","347","27.6","female"
"30453",15,"group 6","347","29.95","female"
"30454",16,"group 6","347","27.62","female"
"30455",17,"group 6","347","28.6","female"
"30456",18,"group 6","347","31.1","female"
"30457",19,"group 6","347","33.1","female"
"30458",20,"group 6","347","31.5","female"
"30459",21,"group 6","347","30.2","female"
"30461",23,"group 6","347","30.9","female"
"30462",24,"group 6","347","29.5","female"
"30463",25,"group 6","347","32.2","female"
"30464",26,"group 6","347","32.3","female"
"30465",27,"group 6","347","31","female"
"30541",1,"group 6","348","16.899999999999999","female"
"30542",2,"group 6","348","19.3","female"
"30543",3,"group 6","348","19.86","female"
"30544",4,"group 6","348","20.94","female"
"30545",5,"group 6","348","21.69","female"
"30546",6,"group 6","348","21.94","female"
"30547",7,"group 6","348","23.26","female"
"30548",8,"group 6","348","23","female"
"30549",9,"group 6","348","22.25","female"
"30550",10,"group 6","348","24.8","female"
"30551",11,"group 6","348","22.65","female"
"30552",12,"group 6","348","23.2","female"
"30553",13,"group 6","348","24.09","female"
"30554",14,"group 6","348","24.1","female"
"30555",15,"group 6","348","23.85","female"
"30556",16,"group 6","348","24.18","female"
"30643",1,"group 6","349","15.9","female"
"30644",2,"group 6","349","18.7","female"
"30645",3,"group 6","349","19.74","female"
"30646",4,"group 6","349","21.7","female"
"30647",5,"group 6","349","20.25","female"
"30648",6,"group 6","349","21.05","female"
"30649",7,"group 6","349","21.73","female"
"30650",8,"group 6","349","22","female"
"30651",9,"group 6","349","23.08","female"
"30652",10,"group 6","349","22.95","female"
"30653",11,"group 6","349","24.73","female"
"30654",12,"group 6","349","24.8","female"
"30655",13,"group 6","349","26.18","female"
"30656",14,"group 6","349","26.57","female"
"30657",15,"group 6","349","28.17","female"
"30658",16,"group 6","349","27.42","female"
"30659",17,"group 6","349","27","female"
"30660",18,"group 6","349","26.4","female"
"30661",19,"group 6","349","30.2","female"
"30662",20,"group 6","349","30.3","female"
"30663",21,"group 6","349","27.7","female"
"30665",23,"group 6","349","30.3","female"
"30666",24,"group 6","349","28.5","female"
"30667",25,"group 6","349","31.3","female"
"30668",26,"group 6","349","32.7","female"
"30669",27,"group 6","349","29.4","female"
"30745",1,"group 6","350","17.1","female"
"30746",2,"group 6","350","19.6","female"
"30747",3,"group 6","350","19.65","female"
"30748",4,"group 6","350","23.08","female"
"30749",5,"group 6","350","23.7","female"
"30750",6,"group 6","350","23.11","female"
"30751",7,"group 6","350","23.76","female"
"30752",8,"group 6","350","26.1","female"
"30753",9,"group 6","350","26.41","female"
"30754",10,"group 6","350","26.4","female"
"30755",11,"group 6","350","27.11","female"
"30756",12,"group 6","350","26.14","female"
"30757",13,"group 6","350","26.59","female"
"30758",14,"group 6","350","26.8","female"
"30759",15,"group 6","350","30.86","female"
"30760",16,"group 6","350","32.44","female"
"30761",17,"group 6","350","32","female"
"30762",18,"group 6","350","28.7","female"
"30763",19,"group 6","350","31.3","female"
"30764",20,"group 6","350","32.1","female"
"30765",21,"group 6","350","30.3","female"
"30767",23,"group 6","350","33.1","female"
"30768",24,"group 6","350","34","female"
"30769",25,"group 6","350","32.3","female"
"30770",26,"group 6","350","33.9","female"
"30771",27,"group 6","350","34.3","female"
"30847",1,"group 6","351","15.8","female"
"30848",2,"group 6","351","18.8","female"
"30849",3,"group 6","351","19.58","female"
"30850",4,"group 6","351","21.6","female"
"30851",5,"group 6","351","21.79","female"
"30852",6,"group 6","351","20.63","female"
"30853",7,"group 6","351","22.25","female"
"30854",8,"group 6","351","23","female"
"30855",9,"group 6","351","24.65","female"
"30856",10,"group 6","351","23.98","female"
"30857",11,"group 6","351","23.2","female"
"30858",12,"group 6","351","25.7","female"
"30859",13,"group 6","351","26.57","female"
"30860",14,"group 6","351","27.4","female"
"30861",15,"group 6","351","25.49","female"
"30862",16,"group 6","351","27.01","female"
"30863",17,"group 6","351","28.2","female"
"30864",18,"group 6","351","26.5","female"
"30865",19,"group 6","351","28","female"
"30866",20,"group 6","351","27.2","female"
"30867",21,"group 6","351","28.8","female"
"30869",23,"group 6","351","28.8","female"
"30870",24,"group 6","351","27.7","female"
"30871",25,"group 6","351","29.7","female"
"30872",26,"group 6","351","30.2","female"
"30873",27,"group 6","351","28.8","female"
"30949",1,"group 6","352","16.3","female"
"30950",2,"group 6","352","18.6","female"
"30951",3,"group 6","352","19.66","female"
"30952",4,"group 6","352","20.29","female"
"30953",5,"group 6","352","21.32","female"
"30954",6,"group 6","352","20.45","female"
"30955",7,"group 6","352","21.42","female"
"30956",8,"group 6","352","23.6","female"
"30957",9,"group 6","352","24.22","female"
"30958",10,"group 6","352","23.53","female"
"30959",11,"group 6","352","22.51","female"
"30960",12,"group 6","352","25.14","female"
"30961",13,"group 6","352","25.12","female"
"30962",14,"group 6","352","25.9","female"
"30963",15,"group 6","352","27.38","female"
"30964",16,"group 6","352","28.78","female"
"30965",17,"group 6","352","27.4","female"
"30966",18,"group 6","352","27","female"
"30967",19,"group 6","352","27.5","female"
"30968",20,"group 6","352","28.9","female"
"30969",21,"group 6","352","29.8","female"
"30971",23,"group 6","352","29.2","female"
"30972",24,"group 6","352","30.1","female"
"30973",25,"group 6","352","27.6","female"
"30974",26,"group 6","352","31","female"
"30975",27,"group 6","352","28.8","female"
"31153",1,"group 6","353","18.6","male"
"31154",2,"group 6","353","23.1","male"
"31155",3,"group 6","353","25.81","male"
"31156",4,"group 6","353","27.15","male"
"31157",5,"group 6","353","29.51","male"
"31158",6,"group 6","353","31.45","male"
"31159",7,"group 6","353","31.73","male"
"31160",8,"group 6","353","33.9","male"
"31161",9,"group 6","353","34.1","male"
"31162",10,"group 6","353","36.12","male"
"31163",11,"group 6","353","36.94","male"
"31164",12,"group 6","353","38.02","male"
"31165",13,"group 6","353","38.07","male"
"31166",14,"group 6","353","41.06","male"
"31167",15,"group 6","353","41.12","male"
"31168",16,"group 6","353","41.37","male"
"31169",17,"group 6","353","41","male"
"31170",18,"group 6","353","41.7","male"
"31171",19,"group 6","353","42.4","male"
"31172",20,"group 6","353","42.7","male"
"31173",21,"group 6","353","42.6","male"
"31175",23,"group 6","353","45","male"
"31176",24,"group 6","353","44.3","male"
"31177",25,"group 6","353","44","male"
"31178",26,"group 6","353","44.9","male"
"31179",27,"group 6","353","45.3","male"
"31180",28,"group 6","353","44.9","male"
"31181",29,"group 6","353","45.5","male"
"31182",30,"group 6","353","45.5","male"
"31183",31,"group 6","353","46.1","male"
"31184",32,"group 6","353","46.4","male"
"31185",33,"group 6","353","45.6","male"
"31186",34,"group 6","353","46.4","male"
"31187",35,"group 6","353","46","male"
"31188",36,"group 6","353","46.2","male"
"31189",37,"group 6","353","45.7","male"
"31190",38,"group 6","353","46.5","male"
"31191",39,"group 6","353","46.4","male"
"31192",40,"group 6","353","44.1","male"
"31193",41,"group 6","353","46.4","male"
"31194",42,"group 6","353","44.3","male"
"31195",43,"group 6","353","44.3","male"
"31196",44,"group 6","353","45.8","male"
"31197",45,"group 6","353","47","male"
"31198",46,"group 6","353","37.3","male"
"31199",47,"group 6","353","46.6","male"
"31200",48,"group 6","353","47.2","male"
"31201",49,"group 6","353","45","male"
"31202",50,"group 6","353","46.8","male"
"31203",51,"group 6","353","45.7","male"
"31204",52,"group 6","353","45.4","male"
"31205",53,"group 6","353","45.1","male"
"31206",54,"group 6","353","46","male"
"31207",55,"group 6","353","47.9","male"
"31208",56,"group 6","353","45","male"
"31209",57,"group 6","353","42.3","male"
"31210",58,"group 6","353","43.7","male"
"31211",59,"group 6","353","44.3","male"
"31212",60,"group 6","353","43.8","male"
"31213",61,"group 6","353","42.1","male"
"31214",62,"group 6","353","42.2","male"
"31215",63,"group 6","353","42.1","male"
"31216",64,"group 6","353","41.7","male"
"31217",65,"group 6","353","43.2","male"
"31218",66,"group 6","353","43.7","male"
"31219",67,"group 6","353","43.8","male"
"31220",68,"group 6","353","43","male"
"31221",69,"group 6","353","42.7","male"
"31222",70,"group 6","353","42","male"
"31223",71,"group 6","353","41.4","male"
"31224",72,"group 6","353","40.8","male"
"31225",73,"group 6","353","40","male"
"31255",1,"group 6","354","21.5","male"
"31256",2,"group 6","354","26.5","male"
"31257",3,"group 6","354","28.92","male"
"31258",4,"group 6","354","31.13","male"
"31259",5,"group 6","354","32.020000000000003","male"
"31260",6,"group 6","354","34.090000000000003","male"
"31261",7,"group 6","354","35.72","male"
"31262",8,"group 6","354","38","male"
"31263",9,"group 6","354","38.1","male"
"31264",10,"group 6","354","39.46","male"
"31265",11,"group 6","354","38.76","male"
"31266",12,"group 6","354","38.659999999999997","male"
"31267",13,"group 6","354","37.450000000000003","male"
"31268",14,"group 6","354","41.26","male"
"31269",15,"group 6","354","42.91","male"
"31270",16,"group 6","354","43","male"
"31271",17,"group 6","354","44.2","male"
"31272",18,"group 6","354","44.1","male"
"31273",19,"group 6","354","43.9","male"
"31274",20,"group 6","354","43","male"
"31275",21,"group 6","354","37.299999999999997","male"
"31277",23,"group 6","354","40.6","male"
"31278",24,"group 6","354","40","male"
"31279",25,"group 6","354","39","male"
"31280",26,"group 6","354","42.7","male"
"31281",27,"group 6","354","42.2","male"
"31282",28,"group 6","354","45","male"
"31283",29,"group 6","354","44.6","male"
"31284",30,"group 6","354","42.4","male"
"31285",31,"group 6","354","43.8","male"
"31286",32,"group 6","354","45.5","male"
"31287",33,"group 6","354","42.2","male"
"31288",34,"group 6","354","43.2","male"
"31289",35,"group 6","354","44.7","male"
"31290",36,"group 6","354","46.6","male"
"31291",37,"group 6","354","42.3","male"
"31292",38,"group 6","354","43","male"
"31293",39,"group 6","354","45.5","male"
"31294",40,"group 6","354","40.700000000000003","male"
"31295",41,"group 6","354","43.2","male"
"31296",42,"group 6","354","40.6","male"
"31297",43,"group 6","354","43","male"
"31298",44,"group 6","354","46.7","male"
"31299",45,"group 6","354","47.3","male"
"31300",46,"group 6","354","48.2","male"
"31301",47,"group 6","354","46.2","male"
"31302",48,"group 6","354","46.2","male"
"31303",49,"group 6","354","44.5","male"
"31304",50,"group 6","354","45.8","male"
"31305",51,"group 6","354","44","male"
"31306",52,"group 6","354","41.2","male"
"31307",53,"group 6","354","44","male"
"31308",54,"group 6","354","43.1","male"
"31309",55,"group 6","354","45","male"
"31310",56,"group 6","354","41.9","male"
"31311",57,"group 6","354","40.200000000000003","male"
"31312",58,"group 6","354","40.6","male"
"31313",59,"group 6","354","39.5","male"
"31314",60,"group 6","354","39.700000000000003","male"
"31315",61,"group 6","354","39","male"
"31316",62,"group 6","354","39.299999999999997","male"
"31357",1,"group 6","355","21","male"
"31358",2,"group 6","355","25.6","male"
"31359",3,"group 6","355","27.52","male"
"31360",4,"group 6","355","28.92","male"
"31361",5,"group 6","355","30","male"
"31362",6,"group 6","355","31.98","male"
"31363",7,"group 6","355","33.46","male"
"31364",8,"group 6","355","35.5","male"
"31365",9,"group 6","355","35.92","male"
"31366",10,"group 6","355","36.79","male"
"31367",11,"group 6","355","36.36","male"
"31368",12,"group 6","355","33.71","male"
"31369",13,"group 6","355","30.07","male"
"31370",14,"group 6","355","33.9","male"
"31371",15,"group 6","355","35.76","male"
"31372",16,"group 6","355","33.119999999999997","male"
"31373",17,"group 6","355","33.799999999999997","male"
"31374",18,"group 6","355","35.299999999999997","male"
"31375",19,"group 6","355","36.799999999999997","male"
"31376",20,"group 6","355","33.700000000000003","male"
"31377",21,"group 6","355","32.1","male"
"31379",23,"group 6","355","34.6","male"
"31380",24,"group 6","355","32.9","male"
"31381",25,"group 6","355","33.299999999999997","male"
"31382",26,"group 6","355","37.6","male"
"31383",27,"group 6","355","36.9","male"
"31384",28,"group 6","355","36.5","male"
"31385",29,"group 6","355","34.6","male"
"31386",30,"group 6","355","36.200000000000003","male"
"31387",31,"group 6","355","37.5","male"
"31388",32,"group 6","355","38.4","male"
"31389",33,"group 6","355","39.700000000000003","male"
"31390",34,"group 6","355","40.700000000000003","male"
"31391",35,"group 6","355","41","male"
"31392",36,"group 6","355","42.1","male"
"31393",37,"group 6","355","42","male"
"31394",38,"group 6","355","42.5","male"
"31395",39,"group 6","355","38.4","male"
"31396",40,"group 6","355","41.4","male"
"31397",41,"group 6","355","40.700000000000003","male"
"31398",42,"group 6","355","41.1","male"
"31399",43,"group 6","355","42.1","male"
"31400",44,"group 6","355","42","male"
"31401",45,"group 6","355","42.5","male"
"31402",46,"group 6","355","43.4","male"
"31403",47,"group 6","355","43.6","male"
"31404",48,"group 6","355","43","male"
"31405",49,"group 6","355","43.6","male"
"31406",50,"group 6","355","43.9","male"
"31407",51,"group 6","355","43.2","male"
"31408",52,"group 6","355","43.1","male"
"31409",53,"group 6","355","42.9","male"
"31410",54,"group 6","355","42.8","male"
"31411",55,"group 6","355","42","male"
"31412",56,"group 6","355","41.7","male"
"31413",57,"group 6","355","40.4","male"
"31414",58,"group 6","355","41","male"
"31415",59,"group 6","355","41.1","male"
"31416",60,"group 6","355","40.1","male"
"31417",61,"group 6","355","40","male"
"31418",62,"group 6","355","40.299999999999997","male"
"31419",63,"group 6","355","40.200000000000003","male"
"31420",64,"group 6","355","39.6","male"
"31421",65,"group 6","355","39.799999999999997","male"
"31422",66,"group 6","355","39","male"
"31423",67,"group 6","355","38.700000000000003","male"
"31424",68,"group 6","355","36.200000000000003","male"
"31425",69,"group 6","355","35.9","male"
"31426",70,"group 6","355","35.799999999999997","male"
"31427",71,"group 6","355","35.5","male"
"31428",72,"group 6","355","35.799999999999997","male"
"31429",73,"group 6","355","33.799999999999997","male"
"31459",1,"group 6","356","14.8","male"
"31460",2,"group 6","356","19.7","male"
"31461",3,"group 6","356","22.35","male"
"31462",4,"group 6","356","24.4","male"
"31463",5,"group 6","356","26.41","male"
"31464",6,"group 6","356","27.72","male"
"31465",7,"group 6","356","28.21","male"
"31466",8,"group 6","356","29.5","male"
"31467",9,"group 6","356","30.02","male"
"31468",10,"group 6","356","39.36","male"
"31469",11,"group 6","356","31.06","male"
"31470",12,"group 6","356","32.24","male"
"31471",13,"group 6","356","32.26","male"
"31472",14,"group 6","356","34.119999999999997","male"
"31473",15,"group 6","356","35.71","male"
"31474",16,"group 6","356","34.39","male"
"31475",17,"group 6","356","34.799999999999997","male"
"31476",18,"group 6","356","34.799999999999997","male"
"31477",19,"group 6","356","35.200000000000003","male"
"31478",20,"group 6","356","33.799999999999997","male"
"31479",21,"group 6","356","33.1","male"
"31481",23,"group 6","356","33.799999999999997","male"
"31482",24,"group 6","356","32.5","male"
"31483",25,"group 6","356","32.6","male"
"31484",26,"group 6","356","35.5","male"
"31485",27,"group 6","356","34.1","male"
"31486",28,"group 6","356","34.5","male"
"31487",29,"group 6","356","36.299999999999997","male"
"31488",30,"group 6","356","35.200000000000003","male"
"31489",31,"group 6","356","35.4","male"
"31490",32,"group 6","356","36.200000000000003","male"
"31491",33,"group 6","356","35.5","male"
"31492",34,"group 6","356","35.200000000000003","male"
"31493",35,"group 6","356","35.200000000000003","male"
"31494",36,"group 6","356","35.9","male"
"31495",37,"group 6","356","35.299999999999997","male"
"31496",38,"group 6","356","35.4","male"
"31497",39,"group 6","356","36.200000000000003","male"
"31498",40,"group 6","356","35.4","male"
"31499",41,"group 6","356","35.200000000000003","male"
"31500",42,"group 6","356","33.4","male"
"31501",43,"group 6","356","35","male"
"31502",44,"group 6","356","34.299999999999997","male"
"31503",45,"group 6","356","35.700000000000003","male"
"31504",46,"group 6","356","35.299999999999997","male"
"31505",47,"group 6","356","33.799999999999997","male"
"31506",48,"group 6","356","33.200000000000003","male"
"31507",49,"group 6","356","31.6","male"
"31508",50,"group 6","356","34.6","male"
"31509",51,"group 6","356","32.6","male"
"31510",52,"group 6","356","32.799999999999997","male"
"31511",53,"group 6","356","32.6","male"
"31512",54,"group 6","356","33.5","male"
"31513",55,"group 6","356","33.9","male"
"31514",56,"group 6","356","32.299999999999997","male"
"31515",57,"group 6","356","31.8","male"
"31516",58,"group 6","356","32.4","male"
"31517",59,"group 6","356","31.7","male"
"31518",60,"group 6","356","30.8","male"
"31519",61,"group 6","356","30.5","male"
"31520",62,"group 6","356","30.3","male"
"31561",1,"group 6","357","19.7","male"
"31562",2,"group 6","357","25.1","male"
"31563",3,"group 6","357","27.53","male"
"31564",4,"group 6","357","29.71","male"
"31565",5,"group 6","357","30.78","male"
"31566",6,"group 6","357","31.36","male"
"31567",7,"group 6","357","34.5","male"
"31568",8,"group 6","357","34.9","male"
"31569",9,"group 6","357","36.619999999999997","male"
"31570",10,"group 6","357","38.19","male"
"31571",11,"group 6","357","38.68","male"
"31572",12,"group 6","357","38.82","male"
"31573",13,"group 6","357","39.659999999999997","male"
"31574",14,"group 6","357","40.85","male"
"31575",15,"group 6","357","40.130000000000003","male"
"31576",16,"group 6","357","40.96","male"
"31577",17,"group 6","357","40.4","male"
"31578",18,"group 6","357","41.1","male"
"31579",19,"group 6","357","41.5","male"
"31580",20,"group 6","357","41.1","male"
"31581",21,"group 6","357","40.9","male"
"31583",23,"group 6","357","41.3","male"
"31584",24,"group 6","357","41.6","male"
"31585",25,"group 6","357","41.9","male"
"31586",26,"group 6","357","43","male"
"31587",27,"group 6","357","43.3","male"
"31588",28,"group 6","357","43.8","male"
"31589",29,"group 6","357","43.8","male"
"31590",30,"group 6","357","43.3","male"
"31591",31,"group 6","357","43.8","male"
"31592",32,"group 6","357","43.7","male"
"31593",33,"group 6","357","43.2","male"
"31594",34,"group 6","357","44.1","male"
"31595",35,"group 6","357","44.1","male"
"31596",36,"group 6","357","43.8","male"
"31597",37,"group 6","357","43.8","male"
"31598",38,"group 6","357","45","male"
"31599",39,"group 6","357","43.7","male"
"31600",40,"group 6","357","43.9","male"
"31601",41,"group 6","357","44.1","male"
"31602",42,"group 6","357","44.6","male"
"31603",43,"group 6","357","45.2","male"
"31604",44,"group 6","357","45.4","male"
"31605",45,"group 6","357","45.6","male"
"31606",46,"group 6","357","45","male"
"31607",47,"group 6","357","45.1","male"
"31608",48,"group 6","357","45.1","male"
"31609",49,"group 6","357","45.5","male"
"31610",50,"group 6","357","45.9","male"
"31611",51,"group 6","357","44.5","male"
"31612",52,"group 6","357","45.5","male"
"31613",53,"group 6","357","45.8","male"
"31614",54,"group 6","357","45.6","male"
"31615",55,"group 6","357","46.6","male"
"31616",56,"group 6","357","46.5","male"
"31617",57,"group 6","357","45.5","male"
"31618",58,"group 6","357","45.3","male"
"31619",59,"group 6","357","45.7","male"
"31620",60,"group 6","357","44.7","male"
"31621",61,"group 6","357","44.3","male"
"31622",62,"group 6","357","44.8","male"
"31623",63,"group 6","357","46","male"
"31624",64,"group 6","357","44.2","male"
"31625",65,"group 6","357","43.2","male"
"31626",66,"group 6","357","43.7","male"
"31627",67,"group 6","357","43.2","male"
"31628",68,"group 6","357","43.8","male"
"31629",69,"group 6","357","42.9","male"
"31630",70,"group 6","357","42.9","male"
"31631",71,"group 6","357","40.9","male"
"31632",72,"group 6","357","40.4","male"
"31633",73,"group 6","357","40.299999999999997","male"
"31663",1,"group 6","358","19.8","male"
"31664",2,"group 6","358","24.1","male"
"31665",3,"group 6","358","26.91","male"
"31666",4,"group 6","358","29.01","male"
"31667",5,"group 6","358","31.13","male"
"31668",6,"group 6","358","30.01","male"
"31669",7,"group 6","358","32.020000000000003","male"
"31670",8,"group 6","358","33.299999999999997","male"
"31671",9,"group 6","358","36.03","male"
"31672",10,"group 6","358","37.01","male"
"31673",11,"group 6","358","38.869999999999997","male"
"31674",12,"group 6","358","40.049999999999997","male"
"31675",13,"group 6","358","40.6","male"
"31676",14,"group 6","358","42.02","male"
"31677",15,"group 6","358","40.89","male"
"31678",16,"group 6","358","42.42","male"
"31679",17,"group 6","358","41.7","male"
"31680",18,"group 6","358","41.6","male"
"31681",19,"group 6","358","42.3","male"
"31682",20,"group 6","358","42.4","male"
"31683",21,"group 6","358","43.1","male"
"31685",23,"group 6","358","43.5","male"
"31686",24,"group 6","358","43.8","male"
"31687",25,"group 6","358","43.8","male"
"31688",26,"group 6","358","44.3","male"
"31689",27,"group 6","358","44.9","male"
"31690",28,"group 6","358","45","male"
"31691",29,"group 6","358","44.6","male"
"31692",30,"group 6","358","43.1","male"
"31693",31,"group 6","358","45.8","male"
"31694",32,"group 6","358","45","male"
"31695",33,"group 6","358","44.7","male"
"31696",34,"group 6","358","45.4","male"
"31697",35,"group 6","358","45.6","male"
"31698",36,"group 6","358","45","male"
"31699",37,"group 6","358","45","male"
"31700",38,"group 6","358","45.5","male"
"31701",39,"group 6","358","45","male"
"31702",40,"group 6","358","43.8","male"
"31703",41,"group 6","358","45.4","male"
"31704",42,"group 6","358","44.7","male"
"31705",43,"group 6","358","45.5","male"
"31706",44,"group 6","358","43.1","male"
"31707",45,"group 6","358","45.2","male"
"31708",46,"group 6","358","45.8","male"
"31709",47,"group 6","358","45.3","male"
"31710",48,"group 6","358","44.6","male"
"31711",49,"group 6","358","45.3","male"
"31712",50,"group 6","358","45.8","male"
"31713",51,"group 6","358","44.6","male"
"31714",52,"group 6","358","45.2","male"
"31715",53,"group 6","358","44.9","male"
"31716",54,"group 6","358","44.2","male"
"31717",55,"group 6","358","44.8","male"
"31718",56,"group 6","358","44.1","male"
"31719",57,"group 6","358","42.9","male"
"31720",58,"group 6","358","42.6","male"
"31721",59,"group 6","358","42.1","male"
"31722",60,"group 6","358","41.5","male"
"31723",61,"group 6","358","40.299999999999997","male"
"31724",62,"group 6","358","40.6","male"
"31725",63,"group 6","358","39.9","male"
"31726",64,"group 6","358","38.700000000000003","male"
"31727",65,"group 6","358","37.799999999999997","male"
"31728",66,"group 6","358","36.799999999999997","male"
"31729",67,"group 6","358","37.299999999999997","male"
"31730",68,"group 6","358","35.200000000000003","male"
"31731",69,"group 6","358","34.1","male"
"31732",70,"group 6","358","35.1","male"
"31733",71,"group 6","358","33.799999999999997","male"
"31734",72,"group 6","358","33.299999999999997","male"
"31735",73,"group 6","358","33.6","male"
"31765",1,"group 6","359","20.2","male"
"31766",2,"group 6","359","25.2","male"
"31767",3,"group 6","359","29.22","male"
"31768",4,"group 6","359","31.63","male"
"31769",5,"group 6","359","32","male"
"31770",6,"group 6","359","32.35","male"
"31771",7,"group 6","359","35.049999999999997","male"
"31772",8,"group 6","359","36.799999999999997","male"
"31773",9,"group 6","359","39.72","male"
"31774",10,"group 6","359","40.17","male"
"31775",11,"group 6","359","40.549999999999997","male"
"31776",12,"group 6","359","40.93","male"
"31777",13,"group 6","359","41.44","male"
"31778",14,"group 6","359","42.5","male"
"31779",15,"group 6","359","41.75","male"
"31780",16,"group 6","359","42.17","male"
"31781",17,"group 6","359","42.4","male"
"31782",18,"group 6","359","43","male"
"31783",19,"group 6","359","42.8","male"
"31784",20,"group 6","359","43","male"
"31785",21,"group 6","359","43","male"
"31787",23,"group 6","359","42.5","male"
"31788",24,"group 6","359","43.2","male"
"31789",25,"group 6","359","42.5","male"
"31790",26,"group 6","359","43.4","male"
"31791",27,"group 6","359","43.8","male"
"31792",28,"group 6","359","44.2","male"
"31793",29,"group 6","359","43.4","male"
"31794",30,"group 6","359","43.5","male"
"31795",31,"group 6","359","44.8","male"
"31796",32,"group 6","359","45.1","male"
"31797",33,"group 6","359","43.7","male"
"31798",34,"group 6","359","45.3","male"
"31799",35,"group 6","359","45.6","male"
"31800",36,"group 6","359","44.5","male"
"31801",37,"group 6","359","44.8","male"
"31802",38,"group 6","359","45.3","male"
"31803",39,"group 6","359","45.1","male"
"31804",40,"group 6","359","44.2","male"
"31805",41,"group 6","359","45.3","male"
"31806",42,"group 6","359","43","male"
"31807",43,"group 6","359","43.7","male"
"31808",44,"group 6","359","44","male"
"31809",45,"group 6","359","44","male"
"31810",46,"group 6","359","41.9","male"
"31811",47,"group 6","359","41.6","male"
"31812",48,"group 6","359","39.700000000000003","male"
"31813",49,"group 6","359","39.299999999999997","male"
"31814",50,"group 6","359","40","male"
"31815",51,"group 6","359","38.4","male"
"31816",52,"group 6","359","37.1","male"
"31817",53,"group 6","359","36","male"
"31818",54,"group 6","359","37.4","male"
"31819",55,"group 6","359","35.200000000000003","male"
"31820",56,"group 6","359","35.799999999999997","male"
"31821",57,"group 6","359","33.4","male"
"31822",58,"group 6","359","35.6","male"
"31823",59,"group 6","359","35","male"
"31824",60,"group 6","359","34.4","male"
"31825",61,"group 6","359","33.299999999999997","male"
"31826",62,"group 6","359","32.5","male"
"31827",63,"group 6","359","34","male"
"31867",1,"group 6","360","19.899999999999999","male"
"31868",2,"group 6","360","25.4","male"
"31869",3,"group 6","360","29.1","male"
"31870",4,"group 6","360","31.52","male"
"31871",5,"group 6","360","34.58","male"
"31872",6,"group 6","360","35.54","male"
"31873",7,"group 6","360","37.4","male"
"31874",8,"group 6","360","38.450000000000003","male"
"31875",9,"group 6","360","39.25","male"
"31876",10,"group 6","360","39.619999999999997","male"
"31877",11,"group 6","360","40.24","male"
"31878",12,"group 6","360","40.78","male"
"31879",13,"group 6","360","41.57","male"
"31880",14,"group 6","360","42.7","male"
"31881",15,"group 6","360","42.63","male"
"31882",16,"group 6","360","43.01","male"
"31883",17,"group 6","360","42.5","male"
"31884",18,"group 6","360","42.7","male"
"31885",19,"group 6","360","43.3","male"
"31886",20,"group 6","360","43.2","male"
"31887",21,"group 6","360","42.7","male"
"31889",23,"group 6","360","42.6","male"
"31890",24,"group 6","360","32.799999999999997","male"
"31891",25,"group 6","360","42.7","male"
"31892",26,"group 6","360","43.6","male"
"31893",27,"group 6","360","43.7","male"
"31894",28,"group 6","360","44.5","male"
